Iagree.response,Iagree.rt,key_space.keys,key_space.rt,true_certain_0.response,true_certain_0.rt,nextPractice.keys,nextPractice.rt,trialsTraining.thisRepN,trialsTraining.thisTrialN,trialsTraining.thisN,trialsTraining.thisIndex,trialsTraining.ran,context_t,pic_meaning_t,utterance_t,feedback_t,predicted_t,true_how_t,session,participant,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,true_certain_1.response,true_certain_1.rt,testDone.keys,testDone.rt,trialsTestLoop.thisRepN,trialsTestLoop.thisTrialN,trialsTestLoop.thisN,trialsTestLoop.thisIndex,trialsTestLoop.ran,context,pic_meaning,utterance,predicted,true_how,code
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,space,1.3896,1,22.5867,space,19.02,0,0,0,7,1,语境：图片中的女生在比较三辆车的价格。她觉得40万算是贵的车。,img/rguiupos.png,句子：“没有一辆车贵。”,1,necessarily,pos-f-comp-f-nothinggui
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,15.0612,space,10.5952,0,1,1,9,1,语境：图片中的女生在比较三个男生的身高。她觉得190cm算是高的男生。,img/rrgaodcomp.png,句子：“小明高。”,1,possibly,pos-f-comp-t-gao
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,16.2937,space,14.5246,0,2,2,27,1,语境：图片中的女生在比较三辆车的时速。她觉得时速200算是快的车速。,img/rkuaiupos.png,句子：“我们的这辆车快。”,0,necessarily,pos-f-comp-f-kuai
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,229.4871,space,225.9324,0,3,3,1,1,语境：图片中的女生在比较三辆车的价格。她觉得50万算是贵的车。,img/rrguiucomp.png,句子：“红车贵。”,1,possibly,pos-f-comp-t-gui
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,14.2256,space,9.6134,0,4,4,15,1,语境：图片中的女生在比较三个男生的身高。她觉得195cm算是高的男生。,img/rgaoupos.png,句子：“没有一个男生高。”,1,necessarily,pos-f-comp-f-nothinggao
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,11.5623,space,9.1637,0,5,5,31,1,语境：图片中的女生在比较三辆车的时速。她觉得时速200算是快的车速。,img/rkuaiupos.png,句子：“没有一辆车快。”,1,necessarily,pos-f-comp-f-nothingkuai
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,8.8646,space,5.7132,0,6,6,24,1,语境：图片中的女生觉得时速90km算是快的车。她坐在副驾驶。,img/rkuaiupos.png,句子：“我们的这辆车快。”,1,possibly,pos-t-comp-f-kuai
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,5.7411,space,1.1169,0,7,7,14,1,语境：图片中的女生觉得155cm算是高的男孩。她在比较三个男孩的身高。,img/rrgaodcomp.png,句子：“没有一个男生高。”,0,necessarily,pos-t-comp-t-nothinggao
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,9.7529,space,5.0849,0,8,8,21,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得100平方米算是大的蒙古包。,img/rrdaucomp.png,句子：“没有一个蒙古包大。”,1,possibly,pos-f-comp-t-nothingda
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,5.6748,space,1.4028,0,9,9,6,1,语境：图片中的女生觉得2万算是贵的车。她在比较三辆车的价格。,img/rrguiucomp.png,句子：“没有一辆车贵。”,0,necessarily,pos-t-comp-t-nothinggui
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,4.0218,space,0.4847,0,10,10,23,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得90平方米算是大的蒙古包。,img/rdaupos.png,句子：“没有一个蒙古包大。”,1,necessarily,pos-f-comp-f-nothingda
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,4.7473,space,0.1318,0,11,11,12,1,语境：图片中的女生觉得170cm算是高的男生。她在观察男生的身高。,img/rgaoupos.png,句子：“没有一个男生高。”,1,possibly,pos-t-comp-f-nothinggao
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,6.0834,space,1.5345,0,12,12,13,1,语境：图片中的女生在比较三个男生的身高。她觉得190cm算是高的男生。,img/rrgaodcomp.png,句子：“没有一个男生高。”,1,possibly,pos-f-comp-t-nothinggao
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,6.4737,space,1.9163,0,13,13,30,1,语境：图片中的女生觉得时速70算是快的车速。她在比较三辆车的车速。,img/rrkuaiucomp.png,句子：“没有一辆车快。”,0,necessarily,pos-t-comp-t-nothingkuai
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,6.4693,space,5.4133,0,14,14,0,1,语境：图片中的女生觉得7万算是贵的车。她想买车。,img/rguiupos.png,句子：“红车贵。”,1,possibly,pos-t-comp-f-gui
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,13.7184,space,10.3013,0,15,15,3,1,语境：图片中的女生在比较三辆车的价格。她觉得40万算是贵的车。,img/rguiupos.png,句子：“红车贵。”,0,necessarily,pos-f-comp-f-gui
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,3.7706,space,0.1451,0,16,16,4,1,语境：图片中的女生觉得7万算是贵的车。她想买车。,img/rguiupos.png,句子：“没有一辆车贵。”,1,possibly,pos-t-comp-f-nothinggui
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,6.5283,space,1.8533,0,17,17,29,1,语境：图片中的女生在比较三辆车的时速。她觉得时速160算是快的车速。,img/rrkuaiucomp.png,句子：“没有一辆车快。”,1,possibly,pos-f-comp-t-nothingkuai
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,7.8195,space,3.2029,0,18,18,28,1,语境：图片中的女生觉得时速90km算是快的车。她坐在副驾驶。,img/rkuaiupos.png,句子：“没有一辆车快。”,1,possibly,pos-t-comp-f-nothingkuai
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,25.1356,space,20.5504,0,19,19,8,1,语境：图片中的女生觉得170cm算是高的男生。她在观察男生的身高。,img/rgaoupos.png,句子：“小明高。”,1,possibly,pos-t-comp-f-gao
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,13.3795,space,9.0306,0,20,20,10,1,语境：图片中的女生觉得155cm算是高的男孩。她在比较三个男孩的身高。,img/rrgaodcomp.png,句子：“小明高。”,1,necessarily,pos-t-comp-t-gao
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,3.9944,space,1.4585,0,21,21,26,1,语境：图片中的女生觉得时速70算是快的车速。她在比较三辆车的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车快。”,1,necessarily,pos-t-comp-t-kuai
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,3.8304,space,0.7848,0,22,22,5,1,语境：图片中的女生在比较三辆车的价格。她觉得50万算是贵的车。,img/rrguiucomp.png,句子：“没有一辆车贵。”,1,possibly,pos-f-comp-t-nothinggui
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,4.2571,space,0.9518,0,23,23,18,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她在比较三个蒙古包的面积大小。,img/rrdaucomp.png,句子：“B蒙古包大。”,1,necessarily,pos-t-comp-t-da
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,5.5395,space,1.1366,0,24,24,2,1,语境：图片中的女生觉得2万算是贵的车。她在比较三辆车的价格。,img/rrguiucomp.png,句子：“红车贵。”,1,necessarily,pos-t-comp-t-gui
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,5.869,space,1.2174,0,25,25,20,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她想租蒙古包。,img/rdaupos.png,句子：“没有一个蒙古包大。”,1,possibly,pos-t-comp-f-nothingda
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,1,5.3016,space,0.7355,0,26,26,16,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她想租蒙古包。,img/rdaupos.png,句子：“B蒙古包大。”,1,possibly,pos-t-comp-f-da
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,11.3497,space,6.7278,0,27,27,19,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得90平方米算是大的蒙古包。,img/rdaupos.png,句子：“B蒙古包大。”,0,necessarily,pos-f-comp-f-da
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,5.2708,space,0.8018,0,28,28,25,1,语境：图片中的女生在比较三辆车的时速。她觉得时速160算是快的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车快。”,1,possibly,pos-f-comp-t-kuai
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,4.4965,space,4.0149,0,29,29,11,1,语境：图片中的女生在比较三个男生的身高。她觉得195cm算是高的男生。,img/rgaoupos.png,句子：“小明高。”,0,necessarily,pos-f-comp-f-gao
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,8.2787,space,3.5667,0,30,30,22,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她在比较三个蒙古包的面积大小。,img/rrdaucomp.png,句子：“没有一个蒙古包大。”,0,necessarily,pos-t-comp-t-nothingda
,,,,,,,,,,,,,,,,,,,1,7,2020-08-05_23h27.02.840,xpragv7nothing_080420,2020.1.2,Win32,60,,,0,3.2486,space,1.0823,0,31,31,17,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得100平方米算是大的蒙古包。,img/rrdaucomp.png,句子：“B蒙古包大。”,1,possibly,pos-f-comp-t-da
1,29.637435,space,31.12416,0,40.435855,space,33.956345,0,0,0,0,1,语境：男生让女生选择吃什么。女生正在考虑。,trainingImg/amb1.png,句子：“男生正在等待女生， 手里握着一个手机。”,“手里握着手机”的可指“男生”，也可指“女生”。图片中确实有握着手机的女生。句子可以真实描述图片。,1,possibly,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,0,33.885715,space,30.739635,0,1,1,1,1,语境：男生让女生选择吃什么。女生正在考虑。,trainingImg/amb2.png,句子：“男生正在等待女生， 手里握着一个手机。”,“手里握着手机”的可指“男生”，也可指“女生”。图片中确实有握着手机的男生。句子可以真实描述图片。,1,possibly,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,0,31.63033,space,23.63005,0,2,2,2,1,语境：女生病了，躺在病床上睡着了。,trainingImg/noamb1.png,句子：“男生正在等待女生， 手里握着一个手机。”,“手里握着手机”的可指“男生”，也可指“女生”。图片中并没有握着手机的男生/女生。句子不可以真实描述图片。,0,necessarily,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,1,18.48472,space,28.717375,0,3,3,3,1,语境：女生病了，躺在病床上睡着了。,trainingImg/noamb1.png,句子：“男生正在等待女生， 手里握着一张清洁纸巾。”,“手里握着清洁纸巾”的可指“男生”，也可指“女生”。图片中确实有握着纸巾的男生。句子可以真实描述图片。,1,necessarily,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,space,1.358025,0,44.962945,space,41.159325,0,0,0,24,1,语境：图片中的女生觉得时速90km算是快的车。她坐在副驾驶。,img/rkuaiupos.png,句子：“我们的这辆车快。”,1,possibly,pos-t-comp-f-kuai
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,17.861265,space,18.231335,0,1,1,15,1,语境：图片中的女生在比较三个男生的身高。她觉得195cm算是高的男生。,img/rgaoupos.png,句子：“只有小明高。”,1,necessarily,pos-f-comp-f-onlygao
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,13.63569,space,9.420985,0,2,2,3,1,语境：图片中的女生在比较三辆车的价格。她觉得40万算是贵的车。,img/rguiupos.png,句子：“红车贵。”,0,necessarily,pos-f-comp-f-gui
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,9.098865,space,30.74997,0,3,3,1,1,语境：图片中的女生在比较三辆车的价格。她觉得50万算是贵的车。,img/rrguiucomp.png,句子：“红车贵。”,1,possibly,pos-f-comp-t-gui
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,9.30748,space,5.05686,0,4,4,7,1,语境：图片中的女生在比较三辆车的价格。她觉得40万算是贵的车。,img/rguiupos.png,句子：“只有红车贵。”,1,necessarily,pos-f-comp-f-onlygui
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,11.09311,space,6.70236,0,5,5,6,1,语境：图片中的女生觉得2万算是贵的车。她在比较三辆车的价格。,img/rrguiucomp.png,句子：“只有红车贵。”,0,necessarily,pos-t-comp-t-onlygui
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,1,24.652705,space,20.41819,0,6,6,10,1,语境：图片中的女生觉得155cm算是高的男孩。她在比较三个男孩的身高。,img/rrgaodcomp.png,句子：“小明高。”,1,necessarily,pos-t-comp-t-gao
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,12.225635,space,7.868965,0,7,7,30,1,语境：图片中的女生觉得时速70算是快的车速。她在比较三辆车的车速。,img/rrkuaiucomp.png,句子：“只有我们的这辆车快。”,0,necessarily,pos-t-comp-t-onlykuai
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,14.40708,space,11.151375,0,8,8,5,1,语境：图片中的女生在比较三辆车的价格。她觉得50万算是贵的车。,img/rrguiucomp.png,句子：“只有红车贵。”,1,possibly,pos-f-comp-t-onlygui
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,13.93616,space,9.86165,0,9,9,11,1,语境：图片中的女生在比较三个男生的身高。她觉得195cm算是高的男生。,img/rgaoupos.png,句子：“小明高。”,0,necessarily,pos-f-comp-f-gao
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,8.987725,space,4.62336,0,10,10,21,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得100平方米算是大的蒙古包。,img/rrdaucomp.png,句子：“只有B蒙古包大。”,1,possibly,pos-f-comp-t-onlyda
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,6.0507,space,4.40321,0,11,11,23,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得90平方米算是大的蒙古包。,img/rdaupos.png,句子：“只有B蒙古包大。”,1,necessarily,pos-f-comp-f-onlyda
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,10.5409,space,6.218175,0,12,12,22,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她在比较三个蒙古包的面积大小。,img/rrdaucomp.png,句子：“只有B蒙古包大。”,0,necessarily,pos-t-comp-t-onlyda
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,12.60903,space,8.801555,0,13,13,29,1,语境：图片中的女生在比较三辆车的时速。她觉得时速160算是快的车速。,img/rrkuaiucomp.png,句子：“只有我们的这辆车快。”,1,possibly,pos-f-comp-t-onlykuai
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,8.714345,space,4.688535,0,14,14,14,1,语境：图片中的女生觉得155cm算是高的男孩。她在比较三个男孩的身高。,img/rrgaodcomp.png,句子：“只有小明高。”,0,necessarily,pos-t-comp-t-onlygao
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,7.604585,space,3.885115,0,15,15,9,1,语境：图片中的女生在比较三个男生的身高。她觉得190cm算是高的男生。,img/rrgaodcomp.png,句子：“小明高。”,1,possibly,pos-f-comp-t-gao
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,11.72136,space,7.083085,0,16,16,16,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她想租蒙古包。,img/rdaupos.png,句子：“B蒙古包大。”,1,possibly,pos-t-comp-f-da
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,13.228335,space,9.46458,0,17,17,12,1,语境：图片中的女生觉得170cm算是高的男生。她在观察男生的身高。,img/rgaoupos.png,句子：“只有小明高。”,1,possibly,pos-t-comp-f-onlygao
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,8.101945,space,3.685045,0,18,18,20,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她想租蒙古包。,img/rdaupos.png,句子：“只有B蒙古包大。”,1,possibly,pos-t-comp-f-onlyda
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,13.55034,space,9.86814,0,19,19,28,1,语境：图片中的女生觉得时速90km算是快的车。她坐在副驾驶。,img/rkuaiupos.png,句子：“只有我们的这辆车快。”,1,possibly,pos-t-comp-f-onlykuai
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,5.874485,space,1.251635,0,20,20,13,1,语境：图片中的女生在比较三个男生的身高。她觉得190cm算是高的男生。,img/rrgaodcomp.png,句子：“只有小明高。”,1,possibly,pos-f-comp-t-onlygao
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,1,5.819925,space,1.567815,0,21,21,18,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她在比较三个蒙古包的面积大小。,img/rrdaucomp.png,句子：“B蒙古包大。”,1,necessarily,pos-t-comp-t-da
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,8.69369,space,4.396225,0,22,22,8,1,语境：图片中的女生觉得170cm算是高的男生。她在观察男生的身高。,img/rgaoupos.png,句子：“小明高。”,1,possibly,pos-t-comp-f-gao
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,6.61679,space,2.3207,0,23,23,4,1,语境：图片中的女生觉得7万算是贵的车。她想买车。,img/rguiupos.png,句子：“只有红车贵。”,1,possibly,pos-t-comp-f-onlygui
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,13.365,space,9.489545,0,24,24,27,1,语境：图片中的女生在比较三辆车的时速。她觉得时速200算是快的车速。,img/rkuaiupos.png,句子：“我们的这辆车快。”,0,necessarily,pos-f-comp-f-kuai
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,7.86377,space,3.26992,0,25,25,31,1,语境：图片中的女生在比较三辆车的时速。她觉得时速200算是快的车速。,img/rkuaiupos.png,句子：“只有我们的这辆车快。”,1,necessarily,pos-f-comp-f-onlykuai
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,4.375855,space,2.429245,0,26,26,17,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得100平方米算是大的蒙古包。,img/rrdaucomp.png,句子：“B蒙古包大。”,1,possibly,pos-f-comp-t-da
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,5.054345,space,1.225415,0,27,27,19,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得90平方米算是大的蒙古包。,img/rdaupos.png,句子：“B蒙古包大。”,0,necessarily,pos-f-comp-f-da
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,1,9.230005,space,5.81281,0,28,28,26,1,语境：图片中的女生觉得时速70算是快的车速。她在比较三辆车的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车快。”,1,necessarily,pos-t-comp-t-kuai
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,1,6.018225,space,2.01971,0,29,29,2,1,语境：图片中的女生觉得2万算是贵的车。她在比较三辆车的价格。,img/rrguiucomp.png,句子：“红车贵。”,1,necessarily,pos-t-comp-t-gui
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,1,9.805585,space,5.15446,0,30,30,0,1,语境：图片中的女生觉得7万算是贵的车。她想买车。,img/rguiupos.png,句子：“红车贵。”,1,possibly,pos-t-comp-f-gui
,,,,,,,,,,,,,,,,,,,1,3,2020-08-05_21h01.20.035,xpragv7only_080420,2020.1.2,Win32,60,,,0,9.5038,space,4.78311,0,31,31,25,1,语境：图片中的女生在比较三辆车的时速。她觉得时速160算是快的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车快。”,1,possibly,pos-f-comp-t-kuai
